left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,Congr/Incongr,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
B,A,13,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.746,Congruent,social,2,0,2,0,1,,,,,,,,,,
B,A,75,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.9839,Incongruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,75,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.1975,Incongruent,social,0,0,0,0,1,,,,,,,,,,
B,A,93,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.4852,Congruent,social,1,0,1,0,1,,,,,,,,,,
B,A,13,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.4041,Congruent,social,2,0,2,0,1,,,,,,,,,,
B,A,37,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8671,Congruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,37,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.7527,Congruent,social,0,0,0,0,1,,,,,,,,,,
B,A,13,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.2838,Congruent,social,1,0,1,0,1,,,,,,,,,,
B,A,75,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.037,Congruent,social,2,0,2,0,1,,,,,,,,,,
B,A,93,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.3415,Congruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,75,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.2343,Congruent,social,0,0,0,0,1,,,,,,,,,,
A,B,37,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.8917,Congruent,social,1,0,1,0,1,,,,,,,,,,
A,B,13,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.8191,Congruent,social,2,0,2,0,1,,,,,,,,,,
A,B,93,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.6362,Congruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,37,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.7134,Congruent,social,0,0,0,0,1,,,,,,,,,,
A,B,75,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.9917,Congruent,social,1,0,1,0,1,,,,,,,,,,
A,B,13,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.1831,Congruent,social,2,0,2,0,1,,,,,,,,,,
A,B,93,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.1183,Congruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,93,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.3772,Congruent,social,0,0,0,0,1,,,,,,,,,,
B,A,75,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.9096,Congruent,social,1,0,1,0,1,,,,,,,,,,
B,A,37,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.9269,Congruent,social,2,0,2,0,1,,,,,,,,,,
B,A,13,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.41,Congruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
