left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,Congr/Incongr,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
B,A,83,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.0196,nonsocial,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,
B,A,79,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.9138,nonsocial,0,0,0,0,1,,,,,,Congruent,,,,,
B,A,37,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8494,nonsocial,1,0,1,0,1,,,,,,Congruent,,,,,
B,A,83,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.7675,nonsocial,2,0,2,0,1,,,,,,Incongruent,,,,,
B,A,81,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8684,nonsocial,3,0,3,0,1,,,,,,Incongruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,
B,A,37,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.6985,nonsocial,0,0,0,0,1,,,,,,Congruent,,,,,
B,A,79,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.6682,nonsocial,1,0,1,0,1,,,,,,Congruent,,,,,
B,A,81,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.1739,nonsocial,2,0,2,0,1,,,,,,Congruent,,,,,
B,A,83,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.362,nonsocial,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,
B,A,37,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.6765,nonsocial,0,0,0,0,1,,,,,,Congruent,,,,,
B,A,81,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.5739,nonsocial,1,0,1,0,1,,,,,,Congruent,,,,,
B,A,83,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.6216,nonsocial,2,0,2,0,1,,,,,,Congruent,,,,,
B,A,79,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.0105,nonsocial,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,
A,B,37,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.0476,nonsocial,0,0,0,0,1,,,,,,Congruent,,,,,
A,B,81,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.0888,nonsocial,1,0,1,0,1,,,,,,Congruent,,,,,
A,B,79,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.6833,nonsocial,2,0,2,0,1,,,,,,Incongruent,,,,,
A,B,83,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.8378,nonsocial,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,,
B,A,83,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.9181,nonsocial,0,0,0,0,1,,,,,,Incongruent,,,,,
B,A,81,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.242,nonsocial,1,0,1,0,1,,,,,,Incongruent,,,,,
B,A,37,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8075,nonsocial,2,0,2,0,1,,,,,,Incongruent,,,,,
B,A,79,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.6984,nonsocial,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
