left,right,stim,response_training.keys,response_training.corr,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,ParticipantAnswer,response_training.rt,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,Congr/Incongr,Reward,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
B,A,73,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.0699,Congruent,0,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,53,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.2741,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,21,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.2918,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,89,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.031,Incongruent,0,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,73,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.0581,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,53,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.2367,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,89,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.128,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,73,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.6203,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,53,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.7417,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,21,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.6495,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
B,A,89,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.3583,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,21,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.0932,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,73,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.7791,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,53,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.8645,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
B,A,53,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.7584,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,89,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.8683,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,21,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.4211,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,73,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.5811,Incongruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,89,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,0.8122,Incongruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,21,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.8617,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,53,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.6159,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,73,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.3838,Incongruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
